datetime,PM2.5,PM10,NO2,SO2,CO,O3,PM2.5_lag1,PM2.5_roll7,day,month,year
2015-02-28,122.70954967928941,151.8755560283982,52.115882077246475,27.269939324131,1.2402673551914136,49.75643985024837,121.64912834647141,118.52112820399297,28,2,2015
2015-03-01,121.78191750315254,145.1069366177533,56.34173051766863,25.737861430002425,1.2606272641218064,47.13936601941594,122.70954967928941,119.1911581738804,1,3,2015
2015-03-02,123.09473589431711,148.8832660595453,53.159767649899685,25.41189795027108,1.1658716013187875,47.74564426522563,121.78191750315254,119.87598283892245,2,3,2015
2015-03-03,119.60874376464407,143.99340140380517,49.88262377174751,26.22897921935525,1.277050355120059,47.65812504294983,123.09473589431711,120.02668126987123,3,3,2015
2015-03-04,126.11506203042678,149.54024309738375,53.51685591234983,26.49298276296754,1.3144030682441228,48.293095576658,119.60874376464407,120.99547519859622,4,3,2015
2015-03-05,119.58967514252869,150.42845410315178,54.20412113814379,26.067495728842456,1.2256812978292795,50.58932025675301,126.11506203042678,122.07840176583285,5,3,2015
2015-03-06,119.4960976202322,148.32182987200073,52.35127670969274,25.90136666893049,1.2709281020902814,47.03234145975654,119.58967514252869,121.77082594779868,6,3,2015
2015-03-07,116.09610624276048,152.50234577995784,51.42853597592424,27.42185768640932,1.3373735046664759,48.142962976173614,119.4960976202322,120.82604831400884,7,3,2015
2015-03-08,117.5599008569347,146.7420514683109,53.71675579647471,25.950425740840576,1.28466703505696,50.58004644026777,116.09610624276048,120.22290307883486,8,3,2015
2015-03-09,123.46347320175295,148.062362092912,50.57396341974951,27.22736005240959,1.1973078225929876,50.51213181137978,117.5599008569347,120.27557983703998,9,3,2015
2015-03-10,124.15498408595708,150.8415022468172,52.01558164323824,26.15708702531762,1.3268477555232348,49.54272472946055,123.46347320175295,120.9250427400847,10,3,2015
2015-03-11,122.44796496508478,152.14636341306985,56.23976999869615,26.78686987023391,1.3112052871688422,51.40948598091669,124.15498408595708,120.40117173075012,11,3,2015
2015-03-12,121.76682669468399,146.04058676160852,52.60158461228906,27.452802330335174,1.2898254994958485,47.67740241132561,122.44796496508478,120.71219338105803,12,3,2015
2015-03-13,122.11306385310563,148.27079724463457,52.763272964764816,27.251037987070813,1.3637206290084,52.16210804775196,121.76682669468399,121.08604570003993,13,3,2015
2015-03-14,121.07833295203903,151.68465221416534,52.43159989460535,28.159111068954573,1.2626904593408104,46.215262092894996,122.11306385310563,121.79779237279402,14,3,2015
2015-03-15,122.79433891294343,147.45757238492897,55.65763232702102,27.933392326611187,1.4061342069477287,49.861723765051714,121.07833295203903,122.54556923793812,15,3,2015
2015-03-16,115.55444644742626,156.28054270599566,52.490614010903805,28.503820845009372,1.292481205080678,49.11531009504257,122.79433891294343,121.41570827303431,16,3,2015
2015-03-17,114.75399424442737,150.0441658612244,53.52607124669344,27.10167196949156,1.3338768541951396,49.29615814316986,115.55444644742626,120.07270972424435,17,3,2015
2015-03-18,118.5038555650782,148.35363456963725,56.11963238711025,28.89938875595099,1.3615769912888933,50.85325325811943,114.75399424442737,119.50926552424343,18,3,2015
2015-03-19,121.0869645867146,148.6205298905151,54.86604031841449,26.826548610804256,1.2931200980315396,49.180612918352125,118.5038555650782,119.41214236596207,19,3,2015
2015-03-20,118.78984105305149,149.89932556270804,55.641545556292265,27.579507525563557,1.321982521918975,50.73571312529006,121.0869645867146,118.93739625166862,20,3,2015
2015-03-21,119.34008754081198,148.1752599365695,52.96278245241641,27.647284193966854,1.3563392144495188,48.361040448166015,118.78984105305149,118.68907547863618,21,3,2015
2015-03-22,119.17653044857313,151.36586967412987,58.57666643725329,28.91001356520808,1.366714787585902,50.13713217416447,119.34008754081198,118.17224569801185,22,3,2015
2015-03-23,121.07751190419053,154.10704997898782,55.809390142462654,27.36779945729353,1.333574889220061,49.39468872528189,119.17653044857313,118.96125504897819,23,3,2015
2015-03-24,119.75902687651542,151.33877249694177,56.70977329924573,27.765866879439255,1.3512991953340439,50.28195798784506,121.07751190419053,119.67625971070504,24,3,2015
2015-03-25,114.82091614332836,154.27969377920462,49.59958349869786,28.224588980924807,1.4117319263390173,48.2104346871453,119.75902687651542,119.15012550759793,25,3,2015
2015-03-26,117.58970347125927,149.82521078569454,51.53007701648223,27.311942702097983,1.3530040007098976,52.26749014625606,114.82091614332836,118.65051677681859,26,3,2015
2015-03-27,115.48949975005134,154.097226485425,55.91359466206418,27.32565768010358,1.3817963578710633,52.17458954716628,117.58970347125927,118.17903944781857,27,3,2015
2015-03-28,114.73576265165941,151.69240336435692,53.650617403382306,28.27670737329116,1.3892940266891312,50.44146229599434,115.48949975005134,117.52127874936821,28,3,2015
2015-03-29,116.71181814470368,136.77485183279188,50.677001680238654,28.992376475925088,1.3047831859228376,47.797255736490534,114.73576265165941,117.16917699167257,29,3,2015
2015-03-30,116.64654004131948,152.55769362499828,57.393840107531126,30.041288786062125,1.3794180791138506,50.846189889986285,116.71181814470368,116.53618101126243,30,3,2015
2015-03-31,114.20379273130193,148.7357835863165,53.68494196279261,25.579132783270467,1.3024710067762564,46.92833292921731,116.64654004131948,115.74257613337478,31,3,2015
2015-04-01,116.95473836673051,156.15572094083063,56.735760959673364,29.40903714605803,1.3154529796421492,52.31195598817998,114.20379273130193,116.04740787957509,1,4,2015
2015-04-02,114.49954063571793,152.67438088238617,52.04891532325024,30.46848557608917,1.425820245285253,53.98885429316865,116.95473836673051,115.60595604592633,2,4,2015
2015-04-03,114.90367006555981,143.83383734633864,55.31631987425066,28.31603049529565,1.3912227900951797,48.48707009202824,114.49954063571793,115.52226609099895,3,4,2015
2015-04-04,112.69503382283806,147.25918873247088,50.31620463989902,29.392318463364003,1.3954020254626949,47.23534111085039,114.90367006555981,115.23073340116734,4,4,2015
2015-04-05,111.2374469222422,154.9142238813525,52.31893663961043,27.401685494755004,1.4308987195696634,49.36399068912337,112.69503382283806,114.44868036938713,5,4,2015
2015-04-06,113.9369191018891,150.19911153802622,52.382969081986346,29.090989748468488,1.4186437898585584,46.860460476482956,111.2374469222422,114.06159166375421,6,4,2015
2015-04-07,119.4085660446366,146.5527046461643,52.20435220997598,28.373050881338994,1.412889805440468,49.832413135634226,113.9369191018891,114.80513070851632,7,4,2015
2015-04-08,112.60889029797778,151.74352650248733,52.39096771633094,28.286501452866528,1.3622884960559338,51.464019441731786,119.4085660446366,114.18429527012306,8,4,2015
2015-04-09,109.78173769037979,146.3873583439387,57.17200714037218,27.919378049167097,1.353312011819069,49.54471580599867,112.60889029797778,113.51032342078905,9,4,2015
2015-04-10,103.43188879183545,143.274246771428,52.67182762414159,29.204275040463397,1.3506239813995269,48.96442394372934,109.78173769037979,111.8714975245427,10,4,2015
2015-04-11,112.75874096239185,144.57821621232208,58.254145570122695,28.85628110365825,1.3819423870195058,47.58833859490013,103.43188879183545,111.88059854447897,11,4,2015
2015-04-12,109.73356530921735,136.53736866850056,52.773093397425754,28.28311278194221,1.4680281600940583,46.76110231921041,112.75874096239185,111.66575831404684,12,4,2015
2015-04-13,111.17936343392313,137.99300977398755,55.74521861579069,28.808927111988236,1.485566510801693,48.87047950684698,109.73356530921735,111.27182179005172,13,4,2015
2015-04-14,107.88948589020835,141.9354503582891,57.740810320750086,28.235653183159997,1.3847304552442348,48.42181548836145,111.17936343392313,109.62623891084766,14,4,2015
2015-04-15,106.93821171154879,140.95195156411785,58.12847752485113,30.232272558964894,1.400468377683172,47.81928272955842,107.88948589020835,108.81614196992925,15,4,2015
2015-04-16,108.87219175543753,133.36663134327094,58.40567843848573,29.258546524299803,1.3962921513546236,46.18027169522756,106.93821171154879,108.68620683636605,16,4,2015
2015-04-17,104.81901653061159,138.98544154678197,58.119611547642336,27.20987717566436,1.3767376558912041,51.96284561734773,108.87219175543753,108.88436794190552,17,4,2015
2015-04-18,109.00203049251911,133.6916698034565,53.505655254723244,27.672916485706835,1.398051235786747,48.622385299728684,104.81901653061159,108.34769501763797,18,4,2015
2015-04-19,101.6065984396741,141.45392512918778,53.75795101822303,27.397705599365256,1.388019842021712,46.305628976924595,109.00203049251911,107.18669975056038,19,4,2015
2015-04-20,109.97095459470565,140.98492399773681,55.90335446968251,29.412025720183333,1.3900102868241433,45.662674716157845,101.6065984396741,107.01406991638645,20,4,2015
2015-04-21,101.92076743203613,131.87364502703684,54.34560727994986,27.018122394447996,1.415197616924594,46.74917494142471,109.97095459470565,106.16139585093326,21,4,2015
2015-04-22,99.7331786459143,130.98395685699631,54.08418742029011,30.974095107984542,1.3810999547514273,44.547244642187145,101.92076743203613,105.1321054129855,22,4,2015
2015-04-23,108.85919930335795,130.27529354881054,55.81514482376428,31.43571699221088,1.4456143081100932,47.31372785984586,99.7331786459143,105.1302493484027,23,4,2015
2015-04-24,105.65359216473962,139.72779466738868,55.57747291825452,29.700561268394612,1.4074030105296516,47.33881826167636,108.85919930335795,105.24947443899241,24,4,2015
2015-04-25,101.13959773363013,131.04364834758852,54.29782009689182,30.70742387778259,1.446226717488061,45.052124240225346,105.65359216473962,104.12626975915113,25,4,2015
2015-04-26,96.50988655530726,130.87508846782006,55.52961385338028,27.924561243150492,1.4757950507822413,49.63958784668963,101.13959773363013,103.39816806138444,26,4,2015
2015-04-27,94.13728607483677,131.5018370285334,53.673093876717864,31.129622141662548,1.4128247116296944,49.189177585349626,96.50988655530726,101.13621541568887,27,4,2015
2015-04-28,99.63519883916813,134.30531241840598,53.29975372442588,28.53383904753743,1.3974303958612735,48.03714417002819,94.13728607483677,100.80970561670775,28,4,2015
2015-04-29,98.2983961040602,133.41553778130628,57.037188348649146,30.144244171260027,1.4500121799074634,45.88842035245769,99.63519883916813,100.60473668215715,29,4,2015
2015-04-30,92.92454848642637,130.56085493803334,55.52925364587134,31.310180990113512,1.4119796810932324,45.96014488909636,98.2983961040602,98.32835799402406,30,4,2015
2015-05-01,92.49726274115709,128.05539035850921,56.75919605926055,29.30731782051215,1.4445272401670881,47.17642126246124,92.92454848642637,96.44888236208371,1,5,2015
2015-05-02,96.34523813005927,128.95770943021236,59.26843254948469,28.934546777158697,1.4890099429277746,48.84269201311174,92.49726274115709,95.76397384728786,2,5,2015
2015-05-03,93.59589980271603,125.92973123550229,54.7457130393002,29.501918609061146,1.353284921694499,47.16634126872105,96.34523813005927,95.34769002548913,3,5,2015
2015-05-04,92.35993646746351,130.56373219563272,52.87180628403061,30.13740159135841,1.4839443673573827,43.044288582045,93.59589980271603,95.09378293872153,4,5,2015
2015-05-05,93.5612901947157,134.4256333168918,56.69839975149475,29.97647725464373,1.418988876582999,42.655589413428,92.35993646746351,94.22608170379974,5,5,2015
2015-05-06,87.09612408982524,131.4625097580517,53.37955384069968,28.289794390708035,1.4322775990247862,44.941965626393774,93.5612901947157,92.62575713033759,6,5,2015
2015-05-07,85.9530833449803,125.82607466409128,52.55281264721097,30.523871098735913,1.5259237769978677,43.72119150140049,87.09612408982524,91.62983353870244,7,5,2015
2015-05-08,88.44581605585851,125.66383431423526,55.384987447516124,30.358738048959196,1.4082804299882052,44.13345712475529,85.9530833449803,91.05105544080266,8,5,2015
2015-05-09,89.40527547129255,116.73735318285777,58.30012617273339,29.752997315613637,1.506048375279929,45.02782389993167,88.44581605585851,90.05963220383599,9,5,2015
2015-05-10,88.65125388354927,120.95821434769533,53.18768491841477,28.915865855250775,1.5172060471816728,42.8051578967083,89.40527547129255,89.35325421538359,10,5,2015
2015-05-11,84.69524942641497,119.65688831063237,50.86139841991949,30.705642897261495,1.4293588814315112,42.13828322448155,88.65125388354927,88.25829892380521,11,5,2015
2015-05-12,78.84667776239996,119.47837671578094,54.58757470232994,29.660770672029063,1.4561257383819182,45.04891548243677,84.69524942641497,86.15621143347441,12,5,2015
2015-05-13,84.59693146840326,122.13990857168234,53.21431254019203,28.33285243457677,1.471469519665744,42.91419429980823,78.84667776239996,85.79918391612841,13,5,2015
2015-05-14,86.83548958082179,119.72139625265338,58.015984333422296,29.477027468620363,1.419829694712132,46.1101596063749,84.59693146840326,85.92524194982005,14,5,2015
2015-05-15,81.83250672200698,118.39977251243818,57.77914994127681,28.319741251246842,1.4139888446092543,42.68193730146058,86.83548958082179,84.98048347355554,15,5,2015
2015-05-16,85.2787286581259,123.56314384801169,55.23176133827539,30.414091384568568,1.4623761505716193,42.10357176033171,81.83250672200698,84.3909767859603,16,5,2015
2015-05-17,82.6438822479177,110.30487130165615,52.540457319366986,32.342098037178,1.4397420820242965,39.05000118848314,85.2787286581259,83.53278083801294,17,5,2015
2015-05-18,80.68555006653588,111.34116355800938,54.12777523313679,30.95818274845696,1.486098197535566,45.519536597069965,82.6438822479177,82.9599666437445,18,5,2015
2015-05-19,81.71950850881525,114.80133805572211,51.39214700516313,31.545854231366178,1.455737911272177,42.97242669530718,80.68555006653588,83.37037103608954,19,5,2015
2015-05-20,78.57304368043269,117.22706140880364,56.543246683363215,29.815747729781453,1.5420912247518708,41.82834925665705,81.71950850881525,82.50981563780803,20,5,2015
2015-05-21,76.14158518487028,113.46083335383452,56.04730834750415,29.982310397356713,1.499109195483588,37.379948560294075,78.57304368043269,80.98211500981496,21,5,2015
2015-05-22,78.19944861890029,120.06508812429611,53.12659360347061,29.233122536762753,1.5003999512948465,39.98157202604857,76.14158518487028,80.46310670937115,22,5,2015
2015-05-23,78.71763011615424,106.00889483695403,55.82024092420661,28.923595305915086,1.5499814499938325,39.29772171584184,78.19944861890029,79.5258069176609,23,5,2015
2015-05-24,73.31958807899231,100.52114300985806,54.67058527012127,29.359175258902372,1.5054145763959965,38.4597565397785,78.71763011615424,78.19376489352871,24,5,2015
2015-05-25,74.1417655249943,111.92016887813077,56.05642494734289,31.440677114294086,1.5178183359991646,39.30121117958655,73.31958807899231,77.25893853045133,25,5,2015
2015-05-26,71.43716172467064,108.24712869626887,53.21065787987359,31.413694021520794,1.4911125684945743,42.511753422754964,74.1417655249943,75.7900318470021,26,5,2015
2015-05-27,70.22283971078976,109.32596775036579,53.609516668152935,28.869056503823078,1.510859505709054,37.85654663341173,71.43716172467064,74.59714556562456,27,5,2015
2015-05-28,74.08425453363076,103.80905403422645,51.673221198723006,27.01278276996283,1.45941493548617,38.44499884631144,70.22283971078976,74.30324118687604,28,5,2015
2015-05-29,72.03946460753956,102.07182740948618,53.734688712236164,29.597287528959082,1.4715569680210778,42.43983309601763,74.08425453363076,73.42324347096736,29,5,2015
2015-05-30,71.81191395335911,105.63181421560377,53.643870826416325,30.04190809262653,1.514212814945749,37.44008388706471,72.03946460753956,72.43671259056806,30,5,2015
2015-05-31,67.70907780026225,98.48799228984238,54.02530550007879,30.52298711533363,1.4607193436133592,38.05613383526212,71.81191395335911,71.63521112217805,31,5,2015
2015-06-01,65.82384724934512,98.22172227238046,51.605982371043105,29.525162911122536,1.4497173916197814,38.35126630830365,67.70907780026225,70.44693708279961,1,6,2015
2015-06-02,69.72169152486173,108.45394400225382,53.64172485649729,28.606198246747926,1.4877942611715778,37.82943473249012,65.82384724934512,70.20186991139832,2,6,2015
2015-06-03,71.20977593683614,96.27470623669764,53.674635934331924,30.243336029982288,1.41815022871853,40.404274569910314,69.72169152486173,70.34286080083352,3,6,2015
2015-06-04,67.71300984582969,98.00571512096981,55.757656788179105,29.9695062058002,1.4813087705542776,34.387471646111216,71.20977593683614,69.43268298829051,4,6,2015
2015-06-05,60.53617571687163,92.85972654950672,54.59225479029231,30.068040369090813,1.5109610897655597,36.642887187474635,67.71300984582969,67.78935600390938,5,6,2015
2015-06-06,62.130255651701674,99.91520675616242,54.82947673810387,29.858527300488365,1.5109347557698525,36.25449193436178,60.53617571687163,66.40626196081546,6,6,2015
2015-06-07,56.87025949522573,103.80233611284677,55.20201714369882,28.259950769588144,1.4490407365632878,38.75454030855432,62.130255651701674,64.85785934581024,7,6,2015
2015-06-08,54.546435928495036,93.17733102163173,53.36268876944686,29.979070459535418,1.4716861208013474,32.81038487524265,56.87025949522573,63.246800585688796,8,6,2015
2015-06-09,59.23595692702694,93.24851252798975,49.79382567436904,29.670567632386962,1.528124981734363,31.352858368880188,54.546435928495036,61.74883850028384,9,6,2015
2015-06-10,57.79487069555943,89.83134610190525,54.394397433146516,27.748824990814644,1.4909504000902591,33.53535637609878,59.23595692702694,59.83242346581574,10,6,2015
2015-06-11,55.60631511485824,92.330827901252,51.27364188553985,29.4902668250312,1.4336426027727456,31.69310209435135,57.79487069555943,58.102895647105534,11,6,2015
2015-06-12,60.46134329322899,85.36900534492197,50.1817434806241,27.795723496674174,1.571251929341721,33.679800626000024,55.60631511485824,58.09220530087087,12,6,2015
2015-06-13,60.42970896493731,92.3557561761839,46.8985911187123,31.375942104313264,1.5348320860972375,33.101595873955915,60.46134329322899,57.849270059904526,13,6,2015
2015-06-14,56.788501874982664,84.76884362464489,52.06861737234953,28.871846566404127,1.4410107449543865,35.42799026189767,60.42970896493731,57.837590399869796,14,6,2015
2015-06-15,62.23792295040004,85.1632973286769,50.68779059373034,29.49294517703485,1.507310027038763,31.81857098045982,56.788501874982664,58.93637426014195,15,6,2015
2015-06-16,48.72193628212969,88.02368490915335,48.477542941147135,28.172603210899652,1.4972738318779573,34.34135233557642,62.23792295040004,57.43437131087091,16,6,2015
2015-06-17,52.647511846046115,76.0403977145997,53.11518907432085,26.861390972547657,1.5212527720357876,27.152170008465855,48.72193628212969,56.69903433236901,17,6,2015
2015-06-18,53.561639579404236,92.80107704667596,49.34417976514751,30.79814526047926,1.4974529795766423,32.82446925879512,52.647511846046115,56.40693782730415,18,6,2015
2015-06-19,51.33672734101776,80.16915662644371,52.76312220382405,28.036240506944765,1.4221092726517146,30.994575205720125,53.561639579404236,55.103421262702554,19,6,2015
2015-06-20,54.70460408550243,80.7323476734753,48.472583353221516,30.542402359845564,1.4230805794720103,31.292134636059348,51.33672734101776,54.28554913706899,20,6,2015
2015-06-21,52.06357112671055,82.42336727121528,53.28915252636241,29.25633542359441,1.5140778895424993,30.50128858058865,54.70460408550243,53.61055903017297,21,6,2015
2015-06-22,53.75314841103989,82.8732229002145,52.39158063196368,27.779765051367367,1.5052035171027134,29.31195481563618,52.06357112671055,52.39844838169295,22,6,2015
2015-06-23,47.89900288363378,79.09358243683444,48.80682234188624,27.78203256764158,1.5029922475323907,32.10171964022917,53.75314841103989,52.28088646762211,23,6,2015
2015-06-24,47.264818466614095,72.03000028437181,48.8198817321356,30.804664064908735,1.4888422672627788,29.564909626707983,47.89900288363378,51.51193027056039,24,6,2015
2015-06-25,43.91288142679932,78.4625680124356,53.14255196938071,29.10910138547528,1.5451779746211685,30.634895036040835,47.264818466614095,50.13353624875969,25,6,2015
2015-06-26,49.76934882726659,82.53104483370034,50.15016429808262,29.11810536176959,1.490220162981806,26.587160956820057,43.91288142679932,49.90962503250952,26,6,2015
